ling,yuan,xing 〇
yuan 圓
ya 圔
tu 圕
tu 圖
tu 圗
chuan,tuan 團
lve 圙
hui 圚
yi 圛
yuan,huan 圜
luan 圝
luan 圞
tu,cha,du 土
ya 圠
tu 圡
ting 圢
sheng,ku 圣
pu 圤
lu 圥
kuai 圦
ya 圧
zai 在
xu,yu,wei 圩
yi,ge 圪
zhun,yu 圫
wu 圬
gui 圭
pi 圮
yi 圯
de,di 地
qian,su 圱
qian 圲
quan,zhen,huai,chou 圳
zhuo 圴
dang 圵
qia 圶
xia 圷
shan 圸
kuang 圹
chang 场
yin,qi 圻
nie 圼
mo 圽
ji,jie 圾
jia 圿
zhi 址
zhi 坁
ban 坂
xun 坃
yi 坄
qin 坅
mei,fen 坆
jun,yun 均
keng,rong 坈
dun,tun 坉
fang 坊
fen,ben 坋
ben 坌
tan 坍
kan 坎
pi,pei,huai 坏
zuo 坐
keng,kang 坑
bi 坒
xing,jing 坓
di,lan 坔
jing 坕
ji 坖
yue,kuai 块
di 坘
jing 坙
jian 坚
tan 坛
li 坜
ba 坝
wu 坞
fen 坟
zhui 坠
po 坡
ban,pan 坢
tang 坣
kun 坤
ju,qu 坥
tan 坦
zhi 坧
tuo,yi 坨
gan 坩
ping 坪
dian,zhen 坫
gua 坬
ni 坭
tai 坮
pi,huai 坯
jiong 坰
yang 坱
fo 坲
ao,you 坳
lu 坴
qiu 坵
mu,mei 坶
ke,jiong 坷
gou 坸
xue 坹
ba 坺
chi,di 坻
che 坼
ling 坽
zhu 坾
fu 坿
hu 垀
zhi 垁
zhui,chui 垂
la 垃
long 垄
long 垅
lu 垆
ao 垇
dai 垈
pao 垉
min 垊
xing 型
dong,tong 垌
ji 垍
he 垎
lv 垏
ci 垐
chi 垑
lei 垒
gai 垓
yin 垔
hou 垕
dui 垖
zhao 垗
fu 垘
guang 垙
yao 垚
duo 垛
duo 垜
gui 垝
cha 垞
yang 垟
yin,ken 垠
fa 垡
gou 垢
yuan 垣
die 垤
xie 垥
yin,ken 垦
jiong,shang 垧
shou 垨
sheng,e 垩
bing 垪
dian 垫
hong 垬
ya 垭
kua 垮
da 垯
ka 垰
dang 垱
kai 垲
hang 垳
nao 垴
an 垵
xing 垶
xian 垷
yuan,huan 垸
bang 垹
fu,pei,pou,fou 垺
bei,ba 垻
yi 垼
yin 垽
an,han 垾
xu 垿
chui 埀
qin 埁
geng 埂
ai,zhi 埃
feng,beng 埄
fang,di 埅
que,jue 埆
yong 埇
jun 埈
jia,xia 埉
di 埊
mai,man 埋
lang 埌
juan 埍
cheng 城
shan,yan 埏
jin,qin 埐
zhe 埑
lie 埒
lie 埓
pu,bu 埔
cheng 埕
hua 埖
bu 埗
shi 埘
xun 埙
guo 埚
jiong 埛
ye 埜
nian,dian,nie 埝
di 埞
yu 域
bu 埠
ya,e,wu 埡
quan,juan 埢
su,sui 埣
pi,bei,bi 埤
zheng,qing 埥
wan 埦
ju 埧
lun 埨
zheng,cheng 埩
kong 埪
chong,shang 埫
dong 埬
dai 埭
tan 埮
an,yan 埯
cai 埰
tou,chu 埱
bang,beng 埲
kan,xian 埳
zhi 埴
duo 埵
yi,shi 埶
zhi 執
yi 埸
pi,pei,pou 培
ji 基
zhun,dui,guo 埻
qi 埼
sao 埽
ju 埾
ban,ni 埿
ku 堀
ke 堁
tang 堂
kun 堃
ni 堄
jian 堅
dui,zui 堆
jin,qin 堇
gang 堈
yu 堉
ya,e 堊
peng,beng,ping 堋
gu 堌
tu 堍
leng 堎
fang 堏
ya 堐
qian 堑
kun 堒
an 堓
shen 堔
hui,duo 堕
nao 堖
tu 堗
cheng 堘
yin 堙
hun 堚
bi 堛
lian 堜
guo,wo 堝
die 堞
zhuan 堟
hou 堠
pu,bu,bao 堡
bao 堢
yu 堣
wei,di,ti,shi 堤
mou,mao,wu 堥
jie 堦
ruan,nuo 堧
ai,ye,e 堨
geng 堩
chen,kan 堪
zong 堫
yu 堬
huang 堭
e 堮
yao 堯
yan 堰
fu,bao 報
ji,ci 堲
mei 堳
dang,chang,shang 場
zhe,du 堵
tuo 堶
yin,pou 堷
feng 堸
zhong 堹
jie 堺
jin 堻
heng 堼
gang 堽
chun 堾
kan,jian,xian 堿
ping 塀
lei 塁
xiang,jiang 塂
huang 塃
leng 塄
duan 塅
wan 塆
xuan 塇
ji,xi 塈
ji 塉
kuai 塊
ying 塋
ta,da 塌
cheng 塍
yong 塎
kai 塏
su 塐
su 塑
shi 塒
mi 塓
ta,da 塔
weng 塕
cheng 塖
tu,du 塗
tang 塘
que,qiao 塙
zhong 塚
li 塛
peng,zhong 塜
bang 塝
se,sai 塞
zang 塟
dui 塠
tian 塡
wu 塢
zheng 塣
xun 塤
ge 塥
zhen 塦
ai 塧
gong 塨
yan 塩
kan 塪
chen,tian,zhen 填
yuan 塬
wen 塭
xie 塮
liu 塯
hai 塰
lang 塱
chang,shang 塲
peng 塳
beng 塴
chen 塵
lu 塶
lu 塷
ou 塸
qian,jian 塹
mei 塺
mo 塻
zhuan,tuan 塼
shuang 塽
shu 塾
lou 塿
chi 墀
man 墁
biao 墂
jing 境
ce 墄
shu,ye 墅
di,zhi 墆
zhang 墇
kan 墈
yong 墉
dian 墊
chen 墋
zhuo,zhi 墌
xi 墍
guo 墎
qiang 墏
jin,qin 墐
di 墑
shang 墒
mu 墓
cui 墔
yan 墕
ta 墖
zeng 増
qian 墘
qiang 墙
liang 墚
wei 墛
zhui 墜
qiao 墝
ceng,zeng 增
xu 墟
shan,chan 墠
shan 墡
fei,ba 墢
pu 墣
tui,kuai 墤
dong,tuan 墥
fan 墦
que,qiao 墧
mei,mo 墨
dun 墩
dun 墪
zun,cun 墫
di 墬
sheng 墭
hui,duo 墮
duo 墯
tan 墰
deng 墱
mu,wu 墲
fen 墳
huang 墴
tan 墵
da 墶
ye 墷
zhu 墸
jian 墹
ao 墺
qiang 墻
ji 墼
qiao,ao 墽
ken 墾
tu,yi 墿
pi 壀
bi 壁
dian 壂
jiang 壃
ye 壄
weng,yong 壅
xue,bo,jue 壆
shan,dan,tan 壇
lan 壈
ju 壉
huai 壊
dang 壋
rang 壌
qian 壍
xun 壎
lan,xian 壏
xi 壐
huo,he 壑
ai 壒
ya 壓
dao 壔
hao 壕
ruan 壖
jin 壗
lv,lei 壘
kuang 壙
lu 壚
yan 壛
tan 壜
wei 壝
hui,huai 壞
long 壟
long 壠
rui 壡
li 壢
lin 壣
rang 壤
chan 壥
xun 壦
yan 壧
lei 壨
ba 壩
wan 壪
shi 士
ren 壬
san 壭
zhuang 壮
zhuang 壯
sheng,qing 声
yi 壱
mai 売
ke,qiao 壳
zhu 壴
zhuang 壵
hu 壶
hu 壷
kun 壸
yin,yi 壹
hu 壺
xu 壻
kun 壼
shou 壽
mang 壾
zun 壿
shou 夀
yi 夁
zhong,zhi 夂
gu,ying 夃
chu 处
jiang 夅
feng,pang 夆
bei 备
zhai 夈
bian 変
sui 夊
qun 夋
ling 夌
fu 复
cuo 夎
xia,jia 夏
xuan,xiong 夐
xie 夑
nao 夒
xia 夓
kui 夔
xi,yi 夕
wai 外
wan,yuan 夗
wan,mao 夘
su 夙
duo 多
duo 夛
ye 夜
qing 夝
wai 夞
gou 够
gou 夠
qi 夡
meng 夢
meng 夣
yin 夤
huo 夥
chen 夦
tai,dai,da 大
ze 夨
tian 天
ta,tai 太
fu 夫
guai,jue 夬
yao,wai,wo 夭
yang,ying 央
hang,ben 夯
gao 夰
yi,shi 失
tao,ben 夲
tai 夳
tou 头
tao,yan 夵
bi 夶
yi 夷
kua 夸
ga,jia 夹
duo 夺
hua 夻
kuang 夼
yun 夽
ga,jia,xie,xia 夾
ba 夿
en 奀
lian 奁
huan 奂
di,ti 奃
yan 奄
pao 奅
juan 奆
ji,qi 奇
nai 奈
feng 奉
pi,xi,lie,xie 奊
fen,kang 奋
dian 奌
quan 奍
kui 奎
zou,cou 奏
huan 奐
qi,qie,jie,xie 契
kai 奒
chi,zha,she 奓
fen,ben 奔
yi 奕
jiang 奖
tao 套
zhuang,zang 奘
ben 奙
xi 奚
huang 奛
fei 奜
diao 奝
xun 奞
keng,beng 奟
dian,ding,zun,zheng,ting 奠
ao,xiao 奡
she 奢
weng 奣
po,ha,tai 奤
yu,ao,you 奥
wu 奦
ao 奧
jiang 奨
lian 奩
dui,duo 奪
yun 奫
jiang 奬
shi 奭
fen 奮
huo 奯
bi 奰
luan 奱
duo,che 奲
nv,ru 女
nu 奴
ding,tian 奵
nai 奶
qian 奷
gan,jian 奸
ta,chi,jie 她
jiu 奺
nuan 奻
cha 奼
hao 好
xian 奾
fan 奿
ji 妀
shuo,yue 妁
ru 如
pei,fei 妃
wang 妄
hong 妅
zhuang 妆
fu 妇
ma 妈
dan 妉
ren 妊
fu,you 妋
jing 妌
yan 妍
hai,jie 妎
wen 妏
zhong 妐
pa 妑
du 妒
ji 妓
keng,hang 妔
zhong 妕
jiao,yao 妖
jin,xian 妗
yun 妘
miao 妙
pi,pei,fou 妚
chi 妛
yue,jue 妜
zhuang 妝
niu,hao 妞
yan 妟
na,nan 妠
xin 妡
fen 妢
bi 妣
yu 妤
tuo 妥
feng 妦
wan,yuan 妧
fang 妨
wu 妩
yu 妪
gui 妫
du 妬
ba,bo 妭
ni 妮
zhou,chou 妯
zhuo 妰
zhao 妱
da 妲
ni,nai 妳
yuan 妴
tou 妵
xu,xuan,xian 妶
yi,zhi 妷
e 妸
mei 妹
mo 妺
qi 妻
bi 妼
shen 妽
qie 妾
e 妿
he 姀
xu 姁
fa 姂
zheng 姃
min 姄
ban 姅
mu 姆
fu 姇
ling 姈
zi 姉
zi 姊
shi 始
ran 姌
shan,pan,xian 姍
yang 姎
man 姏
ju,xu,zu,jie 姐
gu 姑
si 姒
sheng,xing 姓
wei 委
ci,zi 姕
ju 姖
shan 姗
pin 姘
ren 姙
tao,yao,tiao 姚
dong 姛
jiang 姜
shu 姝
ji 姞
gai 姟
xiang 姠
huo,hua 姡
juan 姢
jiao,xiao 姣
gou 姤
mu,lao 姥
jian 姦
jian 姧
yi 姨
nian 姩
zhi 姪
ji,zhen 姫
ji,yi 姬
xian 姭
heng 姮
guang 姯
jun,xun,xin,xuan 姰
hu,kua 姱
yan 姲
ming 姳
lie 姴
pei 姵
ya,e 姶
you 姷
yan 姸
cha 姹
shen,xian 姺
yin 姻
ji,shi,ti 姼
gui,wa 姽
quan 姾
zi 姿
song 娀
wei 威
hong 娂
gui,wa 娃
lou 娄
ya 娅
rao 娆
jiao 娇
luan 娈
pin,ping 娉
dan,xian 娊
shao 娋
li 娌
sheng,cheng 娍
xie 娎
mang 娏
fu 娐
suo 娑
mei,mu,wu 娒
wei 娓
ke 娔
lai,chuo,cu 娕
chuo,cu 娖
tian,ting 娗
niang 娘
xing 娙
nan 娚
yu 娛
na,nuo 娜
bi,pou 娝
nei,sui 娞
juan 娟
shen 娠
zhi 娡
han 娢
di 娣
zhuang 娤
e 娥
pin 娦
tui 娧
xian 娨
wan,mian,wen 娩
yu,wu 娪
yan 娫
wu 娬
ai,xi 娭
yan 娮
yu 娯
si 娰
yu 娱
wa 娲
li 娳
xian 娴
ju 娵
ju,shu,qu 娶
zhui,shui 娷
qi 娸
xian 娹
zhuo 娺
dong 娻
chang 娼
lu 娽
ai,e 娾
e 娿
e 婀
lv,lei,lou 婁
mian 婂
cong 婃
bu,pei,pou 婄
ju 婅
po 婆
cai 婇
ling 婈
wan 婉
biao 婊
xiao 婋
shu 婌
qi 婍
hui 婎
fu,fan 婏
wo 婐
nei,rui,wo 婑
tan 婒
fei 婓
fei 婔
jie,qie 婕
tian 婖
ni 婗
quan,juan 婘
jing 婙
hun 婚
jing 婛
qian,jin 婜
dian 婝
xing 婞
hu 婟
wan,guan 婠
lai 婡
bi 婢
yin 婣
zhou,chou 婤
chuo,nao 婥
fu 婦
jing 婧
lun 婨
nve,an 婩
lan 婪
kun,hun 婫
yin 婬
ya 婭
ju 婮
li 婯
dian 婰
xian 婱
hua 婲
hua 婳
ying 婴
chan 婵
shen 婶
ting 婷
dang,yang 婸
yao 婹
mou,mu,wu 婺
nan 婻
chuo,ruo 婼
jia 婽
tou 婾
xu 婿
yu 媀
wei 媁
di,ti 媂
rou 媃
mei 媄
dan 媅
ruan,nen,nun 媆
qin 媇
hui 媈
wo 媉
qian 媊
chun 媋
miao 媌
fu 媍
jie 媎
duan 媏
yi,xi 媐
zhong 媑
mei 媒
huang 媓
mian 媔
an,yan,e 媕
ying 媖
xuan 媗
jie 媘
wei 媙
mei 媚
yuan 媛
zheng 媜
qiu 媝
dai,zhi,shi,ti 媞
xie 媟
tuo,nuo,duo 媠
lian 媡
mao 媢
ran 媣
si 媤
pian 媥
wei 媦
wa 媧
cu 媨
hu 媩
ao,yun,wo 媪
jie 媫
bao 媬
xu 媭
yu,tou 媮
gui 媯
chu,zou 媰
yao 媱
pi,bi 媲
xi 媳
yuan 媴
sheng,ying 媵
rong 媶
ru 媷
chi 媸
liu 媹
mei 媺
pan 媻
ao 媼
ma 媽
gou 媾
kui,chou 媿
qin,shen 嫀
jia 嫁
sao 嫂
zhen 嫃
yuan 嫄
jie,suo 嫅
rong 嫆
ming,meng 嫇
xing,ying 嫈
ji 嫉
su 嫊
niao 嫋
xian 嫌
tao 嫍
bang,pang 嫎
lang 嫏
nao 嫐
bao 嫑
ai 嫒
pi 嫓
pin 嫔
yi 嫕
piao,biao 嫖
yu,kou 嫗
lei 嫘
xuan 嫙
yuan,man 嫚
yi 嫛
zhang 嫜
kang 嫝
yong 嫞
ni 嫟
li 嫠
di 嫡
gui,zui 嫢
yan 嫣
jin 嫤
zhuan,tuan 嫥
chang 嫦
ze,ce 嫧
nan,han 嫨
nen 嫩
lao 嫪
mo 嫫
zhe 嫬
hu 嫭
hu 嫮
ao 嫯
nen 嫰
qiang 嫱
ma 嫲
pie 嫳
gu 嫴
wu 嫵
jiao,qiao 嫶
tuo 嫷
zhan 嫸
miao 嫹
xian 嫺
xian 嫻
mo 嫼
liao,lao 嫽
lian 嫾
hua 嫿
gui 嬀
deng 嬁
zhi 嬂
xu 嬃
yi 嬄
hua 嬅
xi 嬆
kui 嬇
rao,yao 嬈
xi 嬉
yan 嬊
chan 嬋
jiao 嬌
mei 嬍
fu,fan 嬎
fan 嬏
jin,yan,xian 嬐
yi 嬑
hui 嬒
jiao 嬓
fu 嬔
shi 嬕
bi 嬖
shan,chan 嬗
sui 嬘
qiang 嬙
lian 嬚
qiong,xuan,huan 嬛
xin 嬜
niao 嬝
dong 嬞
yi 嬟
can 嬠
ai 嬡
niang 嬢
ning 嬣
ma 嬤
diao,tiao 嬥
chou 嬦
jin 嬧
ci 嬨
yu 嬩
pin 嬪
rong 嬫
nou,ru 嬬
nai,ni,er 嬭
yan 嬮
tai 嬯
ying 嬰
qian 嬱
niao 嬲
yue 嬳
ying 嬴
mian 嬵
bi 嬶
ma 嬷
shen 嬸
xing 嬹
ni 嬺
du 嬻
liu 嬼
yuan 嬽
lan 嬾
yan 嬿
shuang 孀
ling 孁
jiao 孂
niang,rang 孃
lan 孄
qian,xian 孅
ying 孆
shuang 孇
hui,xie 孈
quan,huan 孉
mi 孊
li 孋
lian,luan 孌
yan 孍
shu,chuo,zhu 孎
lan 孏
zi 子
jie 孑
jue 孒
jue 孓
kong 孔
yun 孕
ma,zi 孖
zi 字
cun 存
sun 孙
fu 孚
bei,bo 孛
zi 孜
xiao 孝
xin 孞
meng 孟
si 孠
tai 孡
bao 孢
ji 季
gu 孤
nu 孥
xue 学
you 孧
zhuan,ni 孨
hai 孩
luan 孪
sun,xun 孫
nao 孬
mie 孭
cong 孮
qian 孯
shu 孰
jian,zhan,chan,can 孱
ya 孲
zi 孳
yi,ni 孴
fu 孵
zi 孶
li 孷
jiao,hua,xue 學
bo 孹
ru 孺
nai 孻
nie 孼
nie 孽
ying 孾
luan 孿
mian 宀
ning,zhu 宁
rong 宂
ta,tuo,yi 它
gui 宄
zhai,che,du 宅
qiong 宆
yu 宇
shou 守
an 安
tu,jia 宊
song 宋
wan,kuan 完
rou 宍
yao 宎
hong 宏
yi 宐
jing 宑
zhun 宒
fu,mi 宓
zhu 宔
dang 宕
hong 宖
zong 宗
guan 官
zhou 宙
ding 定
yu,wan,yuan,yun 宛
yi 宜
bao 宝
shi 实
shi 実
chong 宠
shen 审
ke 客
xuan 宣
shi 室
you 宥
huan 宦
yi 宧
tiao 宨
shi 宩
xiong,xian 宪
gong 宫
cheng 宬
qun 宭
gong 宮
xiao 宯
zai 宰
zha 宱
bao,shi 宲
hai,he 害
yan 宴
xiao 宵
gu,jie,jia 家
shen 宷
chen 宸
rong,yong 容
huang 宺
mi 宻
kou 宼
kuan 宽
bin 宾
su,xiu,qi 宿
cai 寀
zan 寁
ji 寂
yuan 寃
ji 寄
yin 寅
mi 密
kou 寇
qing 寈
he 寉
zhen 寊
jian 寋
fu 富
ning 寍
bing 寎
huan 寏
mei 寐
qin 寑
han 寒
yu 寓
shi 寔
ning 寕
jin 寖
ning 寗
tian,zhi 寘
yu 寙
bao 寚
kuan 寛
ning 寜
qin 寝
mo 寞
cui,cha 察
ju,lv,lou 寠
gua 寡
qin 寢
hu 寣
wu 寤
liao 寥
zhi,shi 實
ning 寧
qian,zhai,se 寨
shen,pan 審
wei 寪
xie 寫
kuan 寬
hui 寭
liao 寮
jun 寯
huan,xian 寰
yi 寱
yi 寲
bao 寳
qin 寴
chong,long 寵
bao 寶
feng 寷
cun 寸
dui 对
shi,si 寺
xun,xin 寻
dao 导
lv,lve 寽
dui 対
shou 寿
po 尀
feng,bian 封
zhuan 専
po,fu,bu 尃
ye,yi,she 射
ke,kei 尅
qiang,jiang 将
qiang,jiang,yang 將
zhuan,tuan,shuan 專
yu,wei,yun 尉
zun 尊
xun,xin 尋
shu,zhu 尌
dui 對
dao 導
xiao 小
ji,jie 尐
shao 少
er 尒
er 尓
er 尔
ga 尕
jian 尖
shu 尗
chen 尘
shang 尙
chang,shang 尚
mo 尛
ga 尜
chang 尝
liao 尞
xian 尟
xian 尠
kun 尡
wang,you 尢
wang 尣
you 尤
liao,niao 尥
liao 尦
yao 尧
mang,pang,meng 尨
wang 尩
wang 尪
wang 尫
ga 尬
yao 尭
duo 尮
kui 尯
zhong 尰
jiu 就
gan 尲
gu 尳
gan 尴
zhuai,tui 尵
gan 尶
gan 尷
shi 尸
yin,yun 尹
chi,che 尺
kao 尻
ni 尼
jin 尽
wei,yi 尾
niao,sui 尿
ju 局
pi 屁
ceng 层
xi 屃
bi 屄
ju,ji 居
jie 屆
tian 屇
ju,qu,que,jue 屈
ti 屉
jie 届
wu 屋
diao 屌
shi 屍
xi,shi 屎
bing,ping 屏
ji 屐
xie 屑
zhen 屒
xie 屓
ni 屔
zhan 展
xi 屖
wei 屗
man 屘
e 屙
lou 屚
ping 屛
ti 屜
fei 屝
shu,zhu 属
ti,xie 屟
tu 屠
lv 屡
lv 屢
xi 屣
ceng 層
lv 履
ju 屦
xie 屧
ju 屨
jue 屩
liao 屪
jue 屫
shu,zhu 屬
xi 屭
cao,che 屮
zhun,tun 屯
po,ji,ni 屰
shan 山
wa 屲
xian 屳
li 屴
yan,e 屵
hui 屶
hui 屷
hong,long 屸
yi,ge 屹
qi 屺
ren 屻
wu 屼
an,han 屽
shen 屾
yu 屿
chu 岀
sui 岁
qi 岂
ren 岃
yue 岄
ban 岅
yao 岆
ang 岇
ya,xia 岈
wu 岉
jie 岊
ji,e 岋
ji 岌
qian 岍
cha,fen 岎
wan 岏
qi 岐
cen 岑
qian 岒
qi 岓
cha 岔
jie 岕
qu 岖
gang 岗
xian 岘
ao 岙
lan 岚
dao 岛
ba 岜
zuo 岝
zuo 岞
yang 岟
ju 岠
gang 岡
ke 岢
gou 岣
xue 岤
po 岥
li 岦
tiao 岧
ju,zu,qu 岨
yan 岩
fu 岪
xiu 岫
jia 岬
ling 岭
tuo 岮
pi 岯
ao 岰
dai 岱
kuang 岲
yue 岳
qu 岴
hu 岵
po 岶
min 岷
an 岸
tiao 岹
ling 岺
chi 岻
ping 岼
dong 岽
han 岾
kui 岿
xiu 峀
mao 峁
tong 峂
xue 峃
yi 峄
bian 峅
he 峆
ke,ba 峇
luo 峈
e 峉
fu,nie 峊
xun 峋
die 峌
lu 峍
en 峎
er 峏
gai 峐
quan 峑
dong,tong 峒
yi 峓
mu 峔
shi 峕
an 峖
wei 峗
huan 峘
zhi,shi 峙
mi 峚
li 峛
ji 峜
tong 峝
wei 峞
you 峟
qia 峠
xia 峡
li 峢
yao 峣
jiao,qiao 峤
zheng 峥
luan 峦
jiao 峧
e 峨
e 峩
yu 峪
ye,xie 峫
bu 峬
qiao 峭
qun 峮
feng 峯
feng 峰
nao 峱
li 峲
you 峳
xian 峴
rong 峵
dao 島
shen 峷
cheng 峸
tu 峹
geng 峺
jun 峻
gao 峼
xia 峽
yin 峾
yu,wu 峿
lang 崀
kan 崁
lao 崂
lai 崃
xian 崄
que 崅
kong 崆
chong 崇
chong 崈
ta 崉
lin 崊
hua 崋
ju 崌
lai 崍
yi,qi 崎
min 崏
kun 崐
kun 崑
zu,cui 崒
gu 崓
cui 崔
ya 崕
ya 崖
gang 崗
lun 崘
lun 崙
ling,leng 崚
yu,jue 崛
duo 崜
zheng 崝
guo 崞
yin 崟
dong 崠
han 崡
zheng 崢
wei 崣
yao,xiao 崤
pi,bi 崥
yan 崦
song 崧
jie 崨
beng 崩
zu 崪
ku,jue 崫
dong 崬
zhan 崭
gu 崮
yin 崯
zi 崰
ze 崱
huang 崲
yu 崳
wei,wai 崴
dang,yang 崵
feng 崶
qiu 崷
yang 崸
ti 崹
yi 崺
zhi 崻
die,shi 崼
zai 崽
yao 崾
e 崿
zhu 嵀
kan,zhan 嵁
lv 嵂
yan 嵃
mei 嵄
han 嵅
ji 嵆
ji,xi 嵇
huan 嵈
ting 嵉
sheng,cheng 嵊
mei 嵋
qian,kan,han 嵌
mao,wu 嵍
yu 嵎
zong 嵏
lan 嵐
ke,jie 嵑
nie,yan 嵒
yan 嵓
wei 嵔
zong 嵕
cha 嵖
sui 嵗
rong 嵘
ke 嵙
qin 嵚
yu 嵛
qi 嵜
lou 嵝
tu 嵞
dui 嵟
xi 嵠
weng 嵡
cang 嵢
dang,tang 嵣
rong,ying 嵤
jie 嵥
ai,kai 嵦
liu 嵧
wu 嵨
song 嵩
qiao,kao 嵪
zi 嵫
wei 嵬
beng 嵭
dian 嵮
cuo,ci 嵯
qian 嵰
yong 嵱
nie 嵲
cuo 嵳
ji 嵴
shi 嵵
ruo 嵶
song 嵷
zong 嵸
jiang 嵹
jiao,liao 嵺
kang 嵻
chan 嵼
di,die 嵽
cen,can 嵾
ding 嵿
tu 嶀
lou 嶁
zhang 嶂
zhan 嶃
zhan,chan 嶄
ao 嶅
cao 嶆
qu 嶇
qiang 嶈
cui,zui 嶉
zui 嶊
dao 嶋
dao 嶌
xi 嶍
yu 嶎
pi,pei 嶏
long 嶐
xiang 嶑
zheng,ceng 嶒
bo 嶓
qin 嶔
jiao 嶕
yan 嶖
lao 嶗
zhan 嶘
lin 嶙
liao 嶚
liao 嶛
jin,qin 嶜
deng 嶝
duo 嶞
zun 嶟
jiao,qiao 嶠
gui,jue 嶡
yao 嶢
jiao 嶣
yao 嶤
jue 嶥
shan,zhan 嶦
yi 嶧
xue 嶨
nao 嶩
ye 嶪
ye 嶫
yi 嶬
nie 嶭
yan,xian 嶮
ji 嶯
jie,xie 嶰
ke 嶱
xi 嶲
di 嶳
ao 嶴
zui 嶵
wei 嶶
yi,ni 嶷
rong 嶸
dao 嶹
ling 嶺
jie 嶻
xu,yu 嶼
yue 嶽
yin 嶾
ru 嶿
jie 巀
li,lie 巁
gui,xi,juan 巂
long 巃
long 巄
dian 巅
rong,hong,ying 巆
xi 巇
ju 巈
chan 巉
ying 巊
wei,kui 巋
yan 巌
wei 巍
nao 巎
quan 巏
chao 巐
cuan 巑
luan 巒
dian 巓
dian 巔
nie 巕
yan 巖
yan 巗
yan 巘
nao,kui 巙
yan 巚
shun,chuan 巛
huan,kuai 巜
chuan 川
zhou 州
huang 巟
xing,jing 巠
shun,xun,yan 巡
chao 巢
chao 巣
lie 巤
gong 工
zuo 左
qiao 巧
ju,qu 巨
gong 巩
ju 巪
wu 巫
pu 巬
pu 巭
cuo,chai,ci,cha,jie 差
qiu 巯
qiu 巰
ji,qi 己
yi,si 已
yi,si 巳
ba 巴
zhi 巵
zhao 巶
xiang,hang 巷
yi 巸
jin 巹
xun 巺
juan 巻
ba 巼
zhuan,xun 巽
jin 巾
po,fu 巿
za 帀
yin,bi 币
fu,shi 市
bu 布
ding 帄
shuai 帅
fan 帆
nie 帇
shi 师
fen 帉
pa 帊
zhi 帋
xi 希
hu 帍
dan 帎
wei 帏
zhang 帐
tang,nu 帑
dai 帒
mo,wa 帓
pi,pei 帔
mo,pa 帕
tie 帖
fu,bo 帗
chen,lian 帘
zhi 帙
zhou 帚
bo 帛
zhi 帜
di 帝
mo 帞
yi 帟
yi 帠
ping 帡
qia 帢
juan 帣
ru 帤
shuai 帥
dai 带
zheng 帧
shui 帨
qiao 帩
zhen 帪
shi 師
qun 帬
xi 席
bang 帮
dai 帯
gui 帰
dao,chou 帱
ping 帲
zhang 帳
san,jian 帴
wan 帵
dai 帶
wei 帷
chang 常
sha,qie 帹
ji,qi 帺
ze 帻
guo 帼
mao 帽
du 帾
hou 帿
zheng 幀
xu 幁
mi 幂
wei 幃
wo 幄
fu,bi 幅
yi,kai 幆
bang 幇
ping 幈
die 幉
gong 幊
pan 幋
huang 幌
tao 幍
mi 幎
jia 幏
teng 幐
hui 幑
zhong 幒
shan,qiao,shen 幓
man 幔
mu,man 幕
biao 幖
guo 幗
ze,ce 幘
mu 幙
bang 幚
zhang 幛
jing 幜
chan 幝
fu 幞
zhi 幟
hu,wu 幠
fan 幡
zhuang,chuang 幢
bi 幣
bi 幤
zhang 幥
mi 幦
qiao 幧
chan 幨
fen 幩
meng 幪
bang 幫
dao,chou 幬
mie 幭
chu 幮
jie 幯
xian 幰
lan 幱
gan,an 干
beng,bing,ping,pian 平
nian,ning 年
qian,jian 幵
bing 并
bing 幷
nie,xing 幸
gan,guan,han 幹
mi,yao 幺
huan 幻
yao,you 幼
you 幽
ji,qi 幾
an,yan,guang 广
pi 庀
ting 庁
ze 庂
guang 広
peng,zhuang 庄
mo 庅
qing 庆
pi,bi 庇
qin 庈
dun,tun 庉
chuang 床
gui 庋
ya 庌
xin,ting,bai 庍
jie 庎
xu 序
lu 庐
wu 庑
zhuang 庒
ku 库
ying 应
di,de 底
pao 庖
dian 店
ya 庘
miao 庙
geng 庚
ci 庛
fu 府
tong 庝
pang 庞
fei 废
xiang 庠
yi 庡
zhi 庢
tiao 庣
zhi 庤
xiu 庥
zhai,du,duo 度
zuo 座
xiao 庨
tu 庩
gui 庪
ku 庫
mang,meng 庬
ting 庭
you 庮
bu 庯
bing 庰
cheng 庱
lai 庲
pi,bi 庳
ji 庴
an,yan,e 庵
shu,zhe,zhu 庶
kang 康
yong 庸
tuo 庹
song 庺
shu 庻
qing 庼
yu 庽
yu 庾
miao 庿
sou 廀
ci,ze,ce,si 廁
xiang 廂
fei 廃
jiu 廄
e 廅
hui,gui,wei 廆
liu 廇
sha,xia 廈
lian 廉
lang 廊
sou 廋
zhi 廌
bu 廍
qing 廎
jiu 廏
jiu 廐
jin,qin 廑
ao 廒
kuo 廓
lou 廔
yin 廕
liao 廖
dai 廗
lu 廘
yi 廙
chu 廚
chan 廛
tu 廜
si 廝
qian,xin 廞
miao 廟
chang 廠
wu 廡
fei 廢
kuang,guang 廣
ku 廤
kuai 廥
bi 廦
qiang,se 廧
xie 廨
lan,lin 廩
lin 廪
liao 廫
