líng,yuán,xīng 〇
què,jué 埆
yǒng 埇
jùn 埈
jiā,xiá 埉
dì 埊
mái,mán 埋
làng 埌
juǎn 埍
chéng 城
shān,yán 埏
jīn,qín 埐
zhé 埑
liè 埒
liè 埓
pǔ,bù 埔
chéng 埕
huā 埖
bù 埗
shí 埘
xūn 埙
guō 埚
jiōng 埛
yě 埜
niàn,diàn,niè 埝
dī 埞
yù 域
bù 埠
yā,è,wǔ,yà 埡
quán,juǎn 埢
suì,sù 埣
pí,bì,pì,bēi 埤
qīng,zhēng 埥
wǎn,wān 埦
jù 埧
lǔn,lùn 埨
zhēng,chéng 埩
kōng 埪
chǒng,shǎng 埫
dōng 埬
dài 埭
tàn,tán 埮
ǎn,yǎn 埯
cài,cǎi 埰
chù,tòu 埱
běng,bàng 埲
kǎn,xiàn 埳
zhí 埴
duǒ 埵
yì,shì 埶
zhí 執
yì 埸
péi,pǒu,pī 培
jī 基
zhǔn,duī,guó 埻
qí 埼
sào,sǎo 埽
jù 埾
ní,nì,bàn 埿
kū 堀
kè 堁
táng 堂
kūn 堃
nì 堄
jiān 堅
duī,zuī 堆
jǐn,qín,jìn 堇
gāng 堈
yù 堉
è,yà 堊
péng,bèng,pēng,pīng 堋
gù 堌
tù 堍
lèng 堎
fang 堏
yá 堐
qiàn 堑
kūn 堒
àn 堓
shēn 堔
duò,huī 堕
nǎo 堖
tū 堗
chéng 堘
yīn 堙
hún 堚
bì 堛
liàn 堜
guō,wō 堝
dié 堞
zhuàn 堟
hòu 堠
bǎo,bǔ,pù 堡
bǎo 堢
yú 堣
dī,tí,dǐ,shí,wéi 堤
máo,móu,wǔ 堥
jiē 堦
ruán,nuò 堧
yè,ài,è 堨
gèng 堩
kān,chěn 堪
zōng 堫
yú 堬
huáng 堭
è 堮
yáo 堯
yàn 堰
bào,fù 報
cí,jí 堲
méi 堳
chǎng,cháng,shāng,dàng 場
dǔ,zhě,dū 堵
tuó 堶
yìn,pǒu 堷
féng 堸
zhòng 堹
jiè 堺
jīn 堻
hèng 堼
gāng 堽
chūn 堾
jiǎn,kǎn,xián 堿
píng 塀
lěi 塁
xiàng,jiǎng 塂
huāng 塃
léng 塄
duàn 塅
wān 塆
xuān 塇
jì,xì 塈
jí 塉
kuài 塊
yíng 塋
tā,dā 塌
chéng 塍
yǒng 塎
kǎi 塏
sù 塐
sù 塑
shí 塒
mì 塓
tǎ,dā,da 塔
wěng 塕
chéng 塖
tú,dù 塗
táng 塘
què,qiāo 塙
zhǒng 塚
lì 塛
zhǒng,péng 塜
bàng 塝
sāi,sè,sài 塞
zàng 塟
duī 塠
tián 塡
wù,wǔ 塢
zhèng 塣
xūn 塤
gé 塥
zhèn 塦
ài 塧
gōng 塨
yán 塩
kǎn 塪
tián,tiǎn,chén,zhèn 填
yuán 塬
wēn 塭
xiè 塮
liù 塯
hǎi 塰
lǎng 塱
cháng,shāng,chǎng 塲
péng 塳
bèng 塴
chén 塵
lù 塶
lǔ 塷
ōu 塸
qiàn,jiàn 塹
méi 塺
mò 塻
zhuān,tuán 塼
shuǎng 塽
shú 塾
lǒu 塿
chí 墀
màn 墁
biāo 墂
jìng 境
cè 墄
shù,yě 墅
zhì,dì 墆
zhàng 墇
kàn 墈
yōng 墉
diàn 墊
chěn 墋
zhí,zhuó 墌
xì 墍
guō 墎
qiǎng 墏
jìn,qín 墐
dì 墑
shāng 墒
mù 墓
cuī 墔
yàn 墕
tǎ 墖
zēng 増
qián 墘
qiáng 墙
liáng 墚
wèi 墛
zhuì 墜
qiāo,qiào 墝
zēng,zèng,céng 增
xū 墟
shàn,chǎn 墠
shàn 墡
bá,fèi 墢
pú 墣
kuài,tuí 墤
dǒng,tuǎn 墥
fán,fān 墦
què,qiáo 墧
mò,mèi 墨
dūn 墩
dūn 墪
zūn,cūn 墫
dì 墬
shèng 墭
duò,huī,huì 墮
duò 墯
tán 墰
dèng,dēng 墱
mú,wú 墲
fén,fèn 墳
huáng 墴
tán 墵
da 墶
yè 墷
zhù 墸
jiàn 墹
ào 墺
qiáng 墻
jī 墼
qiāo,qiào,áo 墽
kěn 墾
yì,tú 墿
pí 壀
bì 壁
diàn 壂
jiāng 壃
yě 壄
yōng,wèng 壅
xué,jué,bó 壆
tán,shàn,dàn,tǎn 壇
lǎn 壈
jù 壉
huài 壊
dàng 壋
rǎng 壌
qiàn 壍
xūn,xùn 壎
xiàn,làn 壏
xǐ 壐
hè,huò 壑
ài 壒
yā,yà 壓
dǎo 壔
háo 壕
ruán 壖
jìn 壗
lěi,léi,lǜ 壘
kuàng,kuǎng 壙
lú 壚
yán 壛
tán 壜
wěi 壝
huài,huì,huái 壞
lǒng 壟
lǒng 壠
ruì 壡
lì 壢
lín 壣
rǎng 壤
chán 壥
xūn 壦
yán 壧
léi 壨
bà 壩
wān 壪
shì 士
rén 壬
san 壭
zhuàng 壮
zhuàng,zhuāng 壯
shēng,qìng 声
yī 壱
mài 売
ké,qiào 壳
zhù 壴
zhuàng 壵
hú 壶
hú 壷
kǔn 壸
yī,yīn 壹
hú 壺
xù 壻
kǔn 壼
shòu 壽
mǎng 壾
zūn 壿
shòu 夀
yī 夁
zhǐ,zhōng 夂
gǔ,yíng 夃
chù,chǔ 处
jiàng 夅
féng,páng 夆
bèi 备
zhāi 夈
biàn 変
suī 夊
qūn 夋
líng 夌
fù 复
cuò 夎
xià,jiǎ 夏
xiòng,xuàn 夐
xiè 夑
náo 夒
xià 夓
kuí 夔
xī,yì 夕
wài 外
yuàn,wǎn,wān,yuān 夗
mǎo,wān 夘
sù 夙
duō 多
duō 夛
yè 夜
qíng 夝
wài 夞
gòu 够
gòu 夠
qì 夡
mèng,méng 夢
mèng 夣
yín 夤
huǒ 夥
chěn 夦
dà,dài,tài 大
zè 夨
tiān 天
tài,tā 太
fū,fú 夫
guài,jué 夬
yāo,wò,wāi 夭
yāng,yīng 央
hāng,bèn 夯
gǎo 夰
shī,yì 失
tāo,běn 夲
tài 夳
tóu,tou 头
yǎn,tāo 夵
bǐ 夶
yí 夷
kuā,kuà,kuǎ 夸
jiā,gā,jiá 夹
duó 夺
huà 夻
kuǎng 夼
yǔn 夽
jiā,jiá,xié,xiá,gā 夾
bā 夿
ēn 奀
lián 奁
huàn 奂
dī,tì 奃
yǎn,yān 奄
pào 奅
juàn 奆
qí,jī,ǎi,yǐ 奇
nài 奈
fèng 奉
xié,liè,xǐ,pí 奊
fèn,kǎng 奋
diǎn 奌
quān 奍
kuí,kuǐ 奎
zòu,còu 奏
huàn 奐
qì,xiè,qiè,jié 契
kāi 奒
zhā,shē,chǐ,zhà 奓
bēn,bèn,fèn 奔
yì 奕
jiǎng 奖
tào,tǎo 套
zàng,zhuǎng 奘
běn 奙
xī 奚
huǎng 奛
fěi,fēi 奜
diāo 奝
xùn 奞
bēng,kēng 奟
diàn,tíng,dìng,zhèng,zūn 奠
ào,xiào 奡
shē 奢
wěng 奣
hǎ,pò,tǎi 奤
ào,yù,yōu 奥
wù 奦
ào 奧
jiǎng 奨
lián 奩
duó,duì 奪
yūn 奫
jiǎng 奬
shì 奭
fèn 奮
huò 奯
bì 奰
luán 奱
duǒ,chě 奲
nǚ,nǜ,rǔ 女
nú 奴
dǐng,dīng,tiǎn 奵
nǎi 奶
qiān 奷
jiān,gān 奸
tā,jiě,chí 她
jiǔ 奺
nuán 奻
chà 奼
hǎo,hào 好
xiān 奾
fàn 奿
jǐ 妀
shuò,yuē 妁
rú 如
fēi,pèi 妃
wàng,wáng 妄
hóng 妅
zhuāng 妆
fù 妇
mā 妈
dān 妉
rèn,rén 妊
fū,yōu 妋
jìng 妌
yán 妍
hài,jiè 妎
wèn 妏
zhōng 妐
pā 妑
dù 妒
jì,jī 妓
kēng,háng 妔
zhòng 妕
yāo,jiǎo 妖
jìn,xiān 妗
yún 妘
miào,miǎo 妙
fǒu,pēi,pī 妚
chī 妛
yuè,jué 妜
zhuāng 妝
niū,hào 妞
yàn 妟
nà,nàn 妠
xīn 妡
fén 妢
bǐ 妣
yú 妤
tuǒ 妥
fēng 妦
wàn,yuán 妧
fáng,fāng 妨
wǔ 妩
yù 妪
guī 妫
dù 妬
bá,bō 妭
nī,ní 妮
zhóu,chōu 妯
zhuó 妰
zhāo 妱
dá 妲
nǐ,nǎi 妳
yuàn 妴
tǒu 妵
xián,xuán,xù 妶
zhí,yì 妷
ē,ě 妸
mèi 妹
mò 妺
qī,qì 妻
bì 妼
shēn 妽
qiè 妾
ē 妿
hé 姀
xǔ,xū 姁
fá 姂
zhēng 姃
mín 姄
bàn 姅
mǔ 姆
fū,fú 姇
líng 姈
zǐ 姉
zǐ 姊
shǐ 始
rǎn 姌
shān,xiān,pān 姍
yāng 姎
mán 姏
jiě,jù,xù,zū 姐
gū 姑
sì 姒
xìng,shēng 姓
wěi,wēi,wèi 委
zī,cǐ,cī 姕
jù 姖
shān 姗
pīn,pín 姘
rèn 姙
yáo,tiào,táo,yào 姚
dòng 姛
jiāng 姜
shū 姝
jí 姞
gāi 姟
xiàng 姠
huá,huó 姡
juān 姢
jiāo,jiǎo,xiáo 姣
gòu 姤
lǎo,mǔ 姥
jiān 姦
jiān 姧
yí 姨
niàn,nián 姩
zhí 姪
jī,zhěn 姫
jī,yí 姬
xiàn 姭
héng 姮
guāng 姯
jūn,xūn,xuàn,xīn 姰
kuā,hù 姱
yàn 姲
mǐng 姳
liè 姴
pèi 姵
è,yà 姶
yòu 姷
yán 姸
chà 姹
shēn,xiān 姺
yīn 姻
shí,tí,jì 姼
guǐ,wá 姽
quán 姾
zī,zì 姿
sōng 娀
wēi 威
hóng 娂
wá,wā,guì 娃
lóu 娄
yà 娅
ráo,rǎo 娆
jiāo 娇
luán 娈
pīng,pìn 娉
xiàn,dān 娊
shào,shāo 娋
lǐ 娌
chéng,shèng 娍
xiè 娎
máng 娏
fū 娐
suō,suǒ,suò 娑
méi,mǔ,wǔ 娒
wěi 娓
kè 娔
chuò,cù,lài 娕
chuò,cù 娖
tǐng,tiǎn 娗
niáng 娘
xíng 娙
nán 娚
yú 娛
nà,nuó 娜
pōu,bǐ 娝
něi,suī 娞
juān 娟
shēn 娠
zhì 娡
hán 娢
dì 娣
zhuāng 娤
é 娥
pín 娦
tuì 娧
xiàn 娨
miǎn,wǎn,wèn 娩
wú,wù,yú 娪
yán 娫
wǔ 娬
āi,xī 娭
yán 娮
yú 娯
sì 娰
yú 娱
wā 娲
lì 娳
xián 娴
jū 娵
qǔ,jū,shū 娶
zhuì,shuì 娷
qī 娸
xián 娹
zhuó 娺
dōng,dòng 娻
chāng 娼
lù 娽
ǎi,ái,è 娾
ē,ě 娿
ē,ě 婀
lóu,lǚ,lǘ,léi 婁
mián 婂
cóng 婃
pǒu,péi,bù 婄
jú 婅
pó 婆
cǎi,cāi 婇
líng 婈
wǎn 婉
biǎo 婊
xiāo 婋
shú 婌
qǐ 婍
huī 婎
fàn,fù 婏
wǒ 婐
ruí,wǒ,něi 婑
tán 婒
fēi 婓
fēi 婔
jié,qiè 婕
tiān 婖
ní,nǐ 婗
quán,juàn 婘
jìng 婙
hūn 婚
jīng 婛
qiān,jǐn 婜
diàn 婝
xìng 婞
hù 婟
wān,guàn 婠
lái,lài 婡
bì 婢
yīn 婣
chōu,zhōu 婤
nào,chuò 婥
fù 婦
jìng 婧
lún 婨
àn,nüè 婩
lán,lǎn 婪
kūn,hùn 婫
yín 婬
yà,yā,yǎ 婭
jū 婮
lì 婯
diǎn 婰
xián 婱
huā 婲
huà 婳
yīng 婴
chán 婵
shěn 婶
tíng 婷
dàng,yáng 婸
yǎo 婹
wù,móu,mù 婺
nàn 婻
chuò,ruò 婼
jiǎ 婽
tōu 婾
xù 婿
yù,yú 媀
wéi,wěi 媁
dì,tí 媂
róu 媃
měi 媄
dān 媅
ruǎn,nèn,nùn 媆
qīn 媇
huī 媈
wò 媉
qián 媊
chūn 媋
miáo 媌
fù 媍
jiě 媎
duān 媏
yí,xī 媐
zhòng 媑
méi,mèi 媒
huáng 媓
mián,miǎn 媔
ān,yǎn,è 媕
yīng 媖
xuān 媗
jiē 媘
wēi 媙
mèi 媚
yuàn,yuán 媛
zhēng 媜
qiū 媝
shì,tí,zhī,dài 媞
xiè 媟
tuǒ,duò,nuǒ 媠
liàn 媡
mào 媢
rǎn 媣
sī 媤
piān 媥
wèi 媦
wā 媧
cù 媨
hú 媩
ǎo,yǔn,wò 媪
jié 媫
bǎo 媬
xū 媭
tōu,yú 媮
guī,guì 媯
chú,zòu 媰
yáo 媱
pì,bī,pí 媲
xí 媳
yuán 媴
yìng,shèng 媵
róng 媶
rù 媷
chī 媸
liú 媹
měi 媺
pán 媻
ǎo 媼
mā 媽
gòu 媾
kuì,chǒu 媿
qín,shēn 嫀
jià 嫁
sǎo 嫂
zhēn,zhěn 嫃
yuán 嫄
jiē,suǒ 嫅
róng 嫆
míng,mǐng,méng 嫇
yīng,xīng,yíng 嫈
jí 嫉
sù 嫊
niǎo 嫋
xián 嫌
tāo 嫍
páng,bàng 嫎
láng 嫏
nǎo 嫐
báo 嫑
ài 嫒
pì 嫓
pín 嫔
yì 嫕
piáo,piào,biāo 嫖
yù,yǔ,kōu 嫗
léi 嫘
xuán 嫙
mān,màn,yuān 嫚
yī 嫛
zhāng 嫜
kāng 嫝
yōng 嫞
nì 嫟
lí 嫠
dí 嫡
guī,zuī 嫢
yān 嫣
jǐn,jìn 嫤
zhuān,tuán 嫥
cháng 嫦
zé,cè 嫧
hān,nǎn 嫨
nèn 嫩
lào,láo 嫪
mó 嫫
zhē 嫬
hù 嫭
hù 嫮
ào 嫯
nèn 嫰
qiáng 嫱
ma 嫲
piè 嫳
gū 嫴
wǔ 嫵
qiáo,jiāo 嫶
tuǒ 嫷
zhǎn 嫸
miáo 嫹
xián 嫺
xián 嫻
mò 嫼
liáo,liǎo,liào,lǎo 嫽
lián 嫾
huà 嫿
guī 嬀
dēng 嬁
zhí 嬂
xū 嬃
yī 嬄
huà 嬅
xī 嬆
kuì 嬇
ráo,rǎo,yǎo 嬈
xī,xǐ 嬉
yàn 嬊
chán 嬋
jiāo 嬌
měi 嬍
fàn,fù 嬎
fān 嬏
xiān,yǎn,jìn 嬐
yì 嬑
huì 嬒
jiào 嬓
fù 嬔
shì 嬕
bì 嬖
shàn,chán 嬗
suì 嬘
qiáng 嬙
liǎn 嬚
huán,xuān,qióng,xuán 嬛
xīn 嬜
niǎo 嬝
dǒng 嬞
yì,yǐ 嬟
cān 嬠
ài 嬡
niáng 嬢
níng 嬣
mā 嬤
tiǎo,diào 嬥
chóu 嬦
jìn 嬧
cí 嬨
yú 嬩
pín 嬪
róng 嬫
rú,nòu 嬬
nǎi,ěr,nì 嬭
yān,yàn 嬮
tái 嬯
yīng,yìng 嬰
qiàn 嬱
niǎo 嬲
yuè 嬳
yíng 嬴
mián 嬵
bí 嬶
mā 嬷
shěn 嬸
xìng,xīng 嬹
nì 嬺
dú 嬻
liǔ 嬼
yuān 嬽
lǎn 嬾
yàn 嬿
shuāng 孀
líng 孁
jiǎo 孂
niáng,ráng 孃
lǎn 孄
qiān,xiān 孅
yīng 孆
shuāng 孇
huì,xié 孈
quán,huān 孉
mǐ 孊
lí,lì 孋
luán,liàn,luǎn 孌
yán,yǎn 孍
zhú,shú,chuò 孎
lǎn 孏
zi,zǐ 子
jié 孑
jué 孒
jué 孓
kǒng 孔
yùn 孕
mā,zī 孖
zì 字
cún 存
sūn 孙
fú 孚
bèi,bó 孛
zī 孜
xiào 孝
xìn 孞
mèng 孟
sì 孠
tāi 孡
bāo 孢
jì 季
gū 孤
nú 孥
xué 学
yòu 孧
zhuǎn,nì 孨
hái 孩
luán 孪
sūn,xùn 孫
nāo 孬
miē 孭
cóng 孮
qiān 孯
shú 孰
càn,chán,jiān,zhàn 孱
yā 孲
zī 孳
nǐ,nì,yì 孴
fū 孵
zī 孶
lí 孷
xué,huá,jiào 學
bò 孹
rú 孺
nái 孻
niè 孼
niè 孽
yīng 孾
luán 孿
mián 宀
níng,zhù,nìng 宁
rǒng 宂
tā,tuó,yí 它
guǐ 宄
zhái,chè,dù 宅
qióng 宆
yǔ 宇
shǒu,shòu 守
ān 安
tū,jiā 宊
sòng 宋
wán,kuān 完
ròu 宍
yǎo,yāo 宎
hóng 宏
yí 宐
jǐng 宑
zhūn 宒
mì,fú 宓
zhǔ 宔
dàng 宕
hóng 宖
zōng 宗
guān 官
zhòu 宙
dìng 定
wǎn,yuān,yǔn,yù 宛
yí 宜
bǎo 宝
shí 实
shí 実
chǒng 宠
shěn 审
kè,qià 客
xuān 宣
shì 室
yòu 宥
huàn 宦
yí 宧
tiǎo 宨
shǐ 宩
xiàn,xiòng 宪
gōng 宫
chéng 宬
qún 宭
gōng 宮
xiāo 宯
zǎi 宰
zhà 宱
bǎo,shí 宲
hài,hé 害
yàn 宴
xiāo 宵
jiā,jià,jia,jie,gū 家
shěn 宷
chén 宸
róng,yǒng 容
huǎng 宺
mì 宻
kòu 宼
kuān 宽
bīn 宾
sù,xiù,xiǔ,qī 宿
cǎi,cài 寀
zǎn 寁
jì 寂
yuān 寃
jì 寄
yín 寅
mì 密
kòu 寇
qīng 寈
hè 寉
zhēn 寊
jiàn 寋
fù 富
níng 寍
bìng,bǐng 寎
huán 寏
mèi 寐
qǐn 寑
hán 寒
yù 寓
shí 寔
níng 寕
jìn 寖
níng 寗
zhì,tián 寘
yǔ 寙
bǎo 寚
kuān 寛
níng 寜
qǐn 寝
mò 寞
chá,cuì 察
jù,lǜ,lóu 寠
guǎ 寡
qǐn 寢
hū 寣
wù 寤
liáo 寥
shí,zhì 實
níng,nìng 寧
zhài,sè,qiān 寨
shěn,pán 審
wěi,wéi 寪
xiě,xiè 寫
kuān 寬
huì 寭
liáo 寮
jùn 寯
huán,xiàn 寰
yì 寱
yí 寲
bǎo 寳
qīn,qìn 寴
chǒng,lóng 寵
bǎo 寶
fēng 寷
cùn,cǔn 寸
duì 对
sì,shì 寺
xún,xín 寻
dǎo 导
lǜ,lüè 寽
duì 対
shòu 寿
pǒ 尀
fēng,biǎn 封
zhuān 専
fū,bù,fǔ,pò 尃
shè,yè,yì 射
kè,kēi 尅
jiāng,jiàng,qiāng 将
jiāng,jiàng,qiāng,yáng,jiǎng 將
zhuān,tuán,shuàn 專
wèi,yù,yùn 尉
zūn 尊
xún,xín 尋
shù,zhù 尌
duì 對
dǎo,dào 導
xiǎo 小
jié,jí 尐
shǎo,shào 少
ěr 尒
ěr 尓
ěr 尔
gǎ 尕
jiān 尖
shū,shú 尗
chén 尘
shàng 尙
shàng,cháng 尚
mó 尛
gá 尜
cháng 尝
liào,liáo 尞
xiǎn 尟
xiǎn 尠
kun 尡
yóu,wāng 尢
wāng 尣
yóu 尤
liào,niǎo 尥
liào 尦
yáo 尧
máng,méng,páng 尨
wāng 尩
wāng 尪
wāng 尫
gà 尬
yáo 尭
duò 尮
kuì,kuǐ 尯
zhǒng 尰
jiù 就
gān 尲
gǔ 尳
gān 尴
tuí,zhuài 尵
gān 尶
gān 尷
shī 尸
yǐn,yún 尹
chǐ,chě 尺
kāo 尻
ní,nǐ 尼
jǐn,jìn 尽
wěi,yǐ 尾
niào,suī 尿
jú 局
pì 屁
céng 层
xì 屃
bī 屄
jū,jī 居
jiè 屆
tián 屇
qū,jué,què,jú 屈
tì 屉
jiè 届
wū 屋
diǎo 屌
shī,shì 屍
shǐ,xī 屎
píng,bǐng,bìng,bīng 屏
jī 屐
xiè 屑
zhěn 屒
xiè 屓
ní 屔
zhǎn 展
xī 屖
wěi 屗
mǎn 屘
ē 屙
lòu 屚
píng 屛
tì 屜
fèi 屝
shǔ,zhǔ 属
xiè,tì 屟
tú 屠
lǚ 屡
lǚ 屢
xǐ 屣
céng 層
lǚ 履
jù 屦
xiè 屧
jù 屨
juē 屩
liáo 屪
jué 屫
shǔ,zhǔ 屬
xì 屭
chè,cǎo 屮
tún,zhūn 屯
nì,pò,jí 屰
shān 山
wā 屲
xiān 屳
lì 屴
è,yǎn 屵
huì 屶
huì 屷
lóng,hóng 屸
yì,gē 屹
qǐ 屺
rèn 屻
wù 屼
hàn,àn 屽
shēn 屾
yǔ 屿
chū 岀
suì 岁
qǐ 岂
rèn 岃
yuè 岄
bǎn 岅
yǎo 岆
áng 岇
yá,xiā 岈
wù 岉
jié 岊
è,jí 岋
jí 岌
qiān 岍
fén,chà 岎
wán 岏
qí 岐
cén 岑
qián 岒
qí 岓
chà 岔
jiè 岕
qū 岖
gǎng,gāng 岗
xiàn 岘
ào 岙
lán 岚
dǎo 岛
bā 岜
zuò 岝
zuò 岞
yǎng 岟
jù 岠
gāng 岡
kě 岢
gǒu 岣
xué 岤
pō 岥
lì 岦
tiáo 岧
qū,zǔ,jǔ 岨
yán 岩
fú 岪
xiù 岫
jiǎ,jiá 岬
lǐng,líng 岭
tuó 岮
pí 岯
ào 岰
dài 岱
kuàng 岲
yuè 岳
qū 岴
hù 岵
pò 岶
mín 岷
àn 岸
tiáo 岹
líng 岺
chí 岻
píng 岼
dōng 岽
hàn 岾
kuī 岿
xiù 峀
mǎo 峁
tóng 峂
xué 峃
yì 峄
biàn 峅
hé 峆
bā,kè 峇
luò 峈
è 峉
fù,niè 峊
xún 峋
dié 峌
lù 峍
ěn 峎
ér 峏
gāi 峐
quān 峑
dòng,tóng 峒
yí 峓
mǔ 峔
shí 峕
ān 峖
wéi,wěi 峗
huán 峘
zhì,shì 峙
mì 峚
lǐ 峛
jì 峜
tóng 峝
wéi,wěi 峞
yòu 峟
qiǎ 峠
xiá 峡
lǐ 峢
yáo 峣
jiào,qiáo 峤
zhēng 峥
luán 峦
jiāo 峧
é 峨
é 峩
yù 峪
xié,yé 峫
bū 峬
qiào 峭
qūn 峮
fēng 峯
fēng 峰
náo 峱
lǐ 峲
yóu 峳
xiàn 峴
róng 峵
dǎo 島
shēn 峷
chéng 峸
tú 峹
gěng 峺
jùn 峻
gào 峼
xiá 峽
yín 峾
yǔ,wú 峿
làng,lǎng 崀
kàn 崁
láo 崂
lái 崃
xiǎn 崄
què 崅
kōng 崆
chóng 崇
chóng 崈
tà 崉
lín 崊
huà 崋
jū 崌
lái 崍
qí,qǐ,yī 崎
mín 崏
kūn 崐
kūn 崑
zú,cuì 崒
gù 崓
cuī 崔
yá 崕
yá 崖
gǎng,gāng 崗
lún 崘
lún 崙
léng,líng 崚
jué,yù 崛
duō,duǒ 崜
zhēng 崝
guō 崞
yín 崟
dōng,dòng 崠
hán 崡
zhēng 崢
wěi 崣
xiáo,yáo 崤
pí,bǐ 崥
yān 崦
sōng 崧
jié 崨
bēng 崩
zú 崪
kū,jué 崫
dōng 崬
zhǎn 崭
gù 崮
yín 崯
zī 崰
zè 崱
huáng 崲
yú 崳
wǎi,wēi,wěi 崴
yáng,dàng 崵
fēng 崶
qiú 崷
yáng 崸
tí 崹
yǐ 崺
zhì 崻
shì,dié 崼
zǎi 崽
yǎo 崾
è 崿
zhù 嵀
kān,zhàn 嵁
lǜ 嵂
yǎn,yàn 嵃
měi 嵄
hán 嵅
jī 嵆
jī,xí 嵇
huàn 嵈
tíng 嵉
shèng,chéng 嵊
méi 嵋
qiàn,hǎn,kàn 嵌
wù,máo 嵍
yú 嵎
zōng 嵏
lán 嵐
kě,jié 嵑
yán,niè 嵒
yán 嵓
wěi 嵔
zōng 嵕
chá 嵖
suì 嵗
róng 嵘
kē 嵙
qīn 嵚
yú 嵛
qí 嵜
lǒu 嵝
tú 嵞
duī 嵟
xī 嵠
wěng 嵡
cāng 嵢
dàng,táng 嵣
róng,yíng 嵤
jié 嵥
kǎi,ái 嵦
liú 嵧
wù 嵨
sōng 嵩
qiāo,kāo 嵪
zī 嵫
wéi,wěi 嵬
bēng 嵭
diān 嵮
cuó,cī 嵯
qiǎn 嵰
yǒng,yóng 嵱
niè 嵲
cuó 嵳
jǐ 嵴
shí 嵵
ruò 嵶
sǒng 嵷
zōng 嵸
jiàng 嵹
liáo,jiāo 嵺
kāng 嵻
chǎn 嵼
dié,dì 嵽
cēn,cān 嵾
dǐng 嵿
tū 嶀
lǒu 嶁
zhàng 嶂
zhǎn 嶃
zhǎn,chán 嶄
áo,ào 嶅
cáo 嶆
qū 嶇
qiāng 嶈
cuī,zuǐ 嶉
zuǐ 嶊
dǎo 嶋
dǎo 嶌
xí 嶍
yù 嶎
pèi,pǐ 嶏
lóng 嶐
xiàng 嶑
céng,zhēng 嶒
bō 嶓
qīn 嶔
jiāo 嶕
yān 嶖
láo 嶗
zhàn 嶘
lín,lǐn 嶙
liáo 嶚
liáo 嶛
jīn,qín 嶜
dèng 嶝
duò 嶞
zūn 嶟
jiào,qiáo 嶠
guì,jué 嶡
yáo 嶢
jiāo 嶣
yáo 嶤
jué 嶥
zhān,shàn 嶦
yì 嶧
xué 嶨
náo 嶩
yè 嶪
yè 嶫
yí,yǐ 嶬
niè 嶭
xiǎn,yǎn 嶮
jí 嶯
xiè,jiè 嶰
kě 嶱
xī 嶲
dì 嶳
ào 嶴
zuǐ 嶵
wēi 嶶
yí,nì 嶷
róng 嶸
dǎo 嶹
lǐng 嶺
jié 嶻
yǔ,xù 嶼
yuè 嶽
yǐn 嶾
ru 嶿
jié 巀
lì,liè 巁
guī,xī,juàn 巂
lóng 巃
lóng 巄
diān 巅
róng,hōng,yíng 巆
xī 巇
jú 巈
chán 巉
yǐng 巊
kuī,kuì,wěi 巋
yán 巌
wēi 巍
náo 巎
quán 巏
chǎo 巐
cuán 巑
luán 巒
diān 巓
diān 巔
niè 巕
yán 巖
yán 巗
yǎn 巘
kuí,náo 巙
yǎn 巚
chuān,shùn 巛
kuài,huān 巜
chuān 川
zhōu 州
huāng 巟
jīng,xíng 巠
xún,yán,shùn 巡
cháo,chào 巢
cháo 巣
liè 巤
gōng 工
zuǒ 左
qiǎo 巧
jù,qú 巨
gǒng 巩
jù 巪
wū 巫
pu 巬
pu 巭
chà,chā,chāi,chài,cī,cuō,jiē 差
qiú 巯
qiú 巰
jǐ,qǐ 己
yǐ,sì 已
sì,yǐ 巳
bā 巴
zhī 巵
zhāo 巶
xiàng,hàng 巷
yí 巸
jǐn 巹
xùn 巺
juàn 巻
bā 巼
xùn,zhuàn 巽
jīn 巾
fú,pó 巿
zā 帀
bì,yìn 币
shì,fú 市
bù 布
dīng 帄
shuài 帅
fān,fán,fàn 帆
niè 帇
shī 师
fēn 帉
pà,pā 帊
zhǐ 帋
xī 希
hù 帍
dàn 帎
wéi 帏
zhàng 帐
tǎng,nú 帑
dài 帒
mò,wà 帓
pèi,pī 帔
pà,mò 帕
tiē,tiè,tiě 帖
bō,fú 帗
lián,chén 帘
zhì 帙
zhǒu 帚
bó 帛
zhì 帜
dì 帝
mò 帞
yì 帟
yì 帠
píng 帡
qià 帢
juǎn,juàn 帣
rú 帤
shuài 帥
dài 带
zhèng 帧
shuì 帨
qiào 帩
zhēn 帪
shī 師
qún 帬
xí 席
bāng 帮
dài 帯
guī 帰
chóu,dào 帱
píng 帲
zhàng 帳
sàn,jiǎn,jiān 帴
wān 帵
dài 帶
wéi 帷
cháng 常
shà,qiè 帹
qí,jì 帺
zé 帻
guó 帼
mào 帽
dǔ 帾
hóu 帿
zhèng 幀
xū 幁
mì 幂
wéi 幃
wò 幄
fú,bī 幅
yì,kài 幆
bāng 幇
píng 幈
dié 幉
gōng 幊
pán 幋
huǎng 幌
tāo 幍
mì 幎
jià 幏
téng 幐
huī 幑
zhōng 幒
shān,shēn,qiāo 幓
màn 幔
mù,màn 幕
biāo 幖
guó 幗
zé,cè 幘
mù 幙
bāng 幚
zhàng 幛
jǐng 幜
chǎn,chàn 幝
fú 幞
zhì 幟
hū,wú 幠
fān 幡
chuáng,zhuàng 幢
bì 幣
bì 幤
zhǎng 幥
